"","score","text","class"
"2427",4,"selamat hari raya idul fitri ","Positive"
"2428",4," terima kasih kakak selamat idul fitri ","Positive"
"2429",0,"rt taqabbalallahu minna wa minkum shiyaamana wa shiyamakum ","Neutral"
"2430",1,"kabid humas polda jawa barat mengucapkanselamat hari raya idul fitri hijriah minal aidin wal faidzin mohon maaf lahir dan batin tetapprokessaatlebaranbersama laksana sama ","Positive"
"2431",5,"taqabbalallaahu minna waminkum taqabbal ya karim selamat hari raya idul fitri syawal h minal aidin wal faizin mohon maaf lahir dan batin agus keluarga","Positive"
"2432",5,"selamat idul fitri syawal h mohon maaf lahir dan batin ","Positive"
"2433",3,"khotib sholat idul fitri h di masjid jam al ikhlas perum ksb blok sih pak kyai selamat perum ksb serang ","Positive"
"2434",5,"rt selamat hari raya idul fitri h mohon maaf lahir dan batin ","Positive"
"2435",5,"selamat hari raya idul fitri syawal h minal aidzin wal faidzin mohon maaf lahir dan batin kawan kawan ","Positive"
"2436",4,"selamat idul fitri syawal htaqobbalallahu minna wa minkum moga allah terima amal dan amal kalian ","Positive"
"2437",12," selamat idul fitri winnyieee ikut makan opor enggak dd dey juga minta maaf kalo ada salah ya moga sukses sehat dan bahagia selalu untuk kita ","Positive"
"2438",5,"selamat hari raya idul fitri syawal hijriah mohon maaf lahir dan batin ","Positive"
"2439",4,"selamat hari raya idul fitri yang raya ","Positive"
"2440",4," sholat ied dengar ceramah maaf maaf kumpul keluarga makan jajan selamat hari raya idul fitri galaxymemojichallenge gakadamatinya samsunggalaxy ","Positive"
"2441",5,"rt clueless production house dan team ucap selamat hari raya idul fitri mohon maaf lahir dan ba","Positive"
"2442",3,"jadi kalo cuman nah nafsu makan doang anak kelas sd saja sudah bisa menang yang sungguh untuk orang yang bisa nah diri dari segala hawa nafsu duniawi dan terap hasil dari puasa itu ke hidup hari hari nya selamat idul fitri spllrzk","Positive"
"2443",4,"selamat hari raya idul fitri ","Positive"
"2444",4," selamat idul fitri om nya ","Positive"
"2445",4," selamat hari raya idul fitri miti ","Positive"
"2446",3,"beri suka remisi khusus hari raya idul fitri h berik kepada orang narapidana dan anak didik lapas bulukumba dengan kategori remisi rk yang serah langsung oleh kepala lapas bulukumba cara simbolis ","Positive"
"2447",13,"lebaran penuh berkah sholat idul fitri sudah bisa laku di masjid dan lapang tetapi tetap wajib hati protokol sehat covid dengan ketat serta indah tentu yang berlaku selalu laksana sama jangan lupa ya tetapprokessaatlebaran ","Positive"
"2448",4," sholat ied dengar ceramah maaf maaf kumpul keluarga makan jajan selamat hari raya idul fitri galaxymemojichallenge gakadamatinya samsunggalaxy ","Positive"
"2449",3,"jemaah di kota pontianak kalimantan barat antusias ikut shalat idul fitri di sejumlah lokasi senin rindu raya idul fitri yang begitu marak dengan sanak keluarga dan kerabat kembali lagi nusantara adadikompas","Positive"
"2450",3,"kegaiatan awal dengan laksana salat ied dan khutbah ied oleh ust aiptu andri gunawan lalu di lanjut dengan baca sambut menteri hukum dan ham republik indonesia yasonna laoli dan serah suka remisi khusus hari raya idul fitri h","Positive"
"2451",5,"selamat hari raya idul fitri h mohon maaf lahir batin idulfitri h disdukcapil disdukcapilpringsewu godigital ","Positive"
"2452",7,"kini bisnis ucap selamat idul fitri sri mulyani saham warren buffett tempobisnis","Positive"
"2453",1,"rt eheheheheselamat hari raya idul fitri mohon maaf lahir dan batin ","Positive"
"2454",0," happy idul fitri ","Neutral"
"2455",5,"selamat idul fitri h mohon maaf lahir dan batin ","Positive"
"2456",4,"minal aidin wal faizin selamat hari raya idul fitri ","Positive"
"2457",4,"rt amigos mister sama oppa cha eun woo mau ucap selamat hari raya idul fitri h ya mister sama oppa juga mau mi","Positive"
"2458",-1,"kakanwil kemenkumham jateng a yuspahruddin wbp lapas semarang oleh remisi khusus hari raya idul fitri h kumhampasti bhpsemarang ayuspahruddin kemenkumhamjateng remisi idulfitri h twitter","Negative"
"2459",4,"selamat hari raya idul fitri intimates pada bagi bagi dapat thr pakai apa nih cash dana kaget shopeepay thr ","Positive"
"2460",4," sholat ied dengar ceramah maaf maaf kumpul keluarga makan jajan selamat hari raya idul fitri galaxymemojichallenge gakadamatinya samsunggalaxy ","Positive"
"2461",8,"keluarga besar bawaslu kabupaten trenggalek ucap selamat hari raya idul fitri h mohon maaf lahir dan batin ","Positive"
"2462",4," selamat hari raya idul fitri h ","Positive"
"2463",5,"selamat hari raya idul fitri syawal mohon sama af lahir bathin atas segala khilaf salah kamisemoga allah swt senantiasa berik sehat umur yang barokah dapat bertemu lagi di bulan ramadhan yang akan datang insya allah amin ya rabbal alamiin ","Positive"
"2464",5,"selamat hari raya idul fitri untuk yang raya ada mohon maaf lahir batin and i hope you re having a good day ","Positive"
"2465",4,"selamat hari raya idul fitri h lebaran laksana sama tetap guna masker saat laksana sholat ied tetapprokessaatlebaranbersama laksana sama ","Positive"
"2466",4," sholat ied dengar ceramah maaf maaf kumpul keluarga makan jajan selamat hari raya idul fitri galaxymemojichallenge gakadamatinya samsunggalaxy ","Positive"
"2467",3,"marhaban ya rebah lanjut mimpi walau nuansa idul fitri","Positive"
"2468",12," selamat hari raya idul fitri h maju kota bahagia warga nya alhamdulillah ","Positive"
"2469",7,"keluarga besar ucap selamat hari raya idul fitri h bawaslukotabandung iedmubarak idulfitri h ","Positive"
"2470",5," mamat selamat hari raya idul fitri selamat libur bagi yang raya mohon maaf lahir dan batin semua ","Positive"
"2471",9,"selamat selamat raya idul fitri bagi kalian yang raya moga amal ibadah nya terima ya sarangeyo ","Positive"
"2472",4," sholat ied dengar ceramah maaf maaf kumpul keluarga makan jajan selamat hari raya idul fitri galaxymemojichallenge gakadamatinya samsunggalaxy ","Positive"
"2473",0,"kapolri jenderal polisi drs listyo sigit prabowo terus pantau arus mudik dekat lebaran idul fitri h di abuh rak banten sabtu tetapprokessaatlebaranbersama laksana sama ","Neutral"
"2474",7," sudah barusan haha btw selamat idul fitri g mohon maaf lahir batin ","Positive"
"2475",13," selamat hari raya idul fitri mohon maaf lahir dan batin juga ya kak sabar moga kakak dan keluarga selalu beri sehat dan lancar dalam jalan aktivitas aulia","Positive"
"2476",0,"ganjar salat idul fitri di lapang pancasila ","Neutral"
"2477",0,"gibran ajak jangan ethes dan lah lembah salat idul fitri di balai kota ","Neutral"
"2478",0,"ganjar salat idul fitri di lapang pancasila ","Neutral"
"2479",0," tengah hariya allah tiap hari saja deh idul fitri ","Neutral"
"2480",3,"alhamdulillah tahun ini sholat idul fitri sudah boleh laku berjamaah laksana sama tetap harus laksana mulai dari laksana sholat idul fitri hingga dengan silaturrahmi sama kerabat tetapprokessaatlebaranbersama laksana sama ","Positive"
"2481",0,"rt hidup manusia sungguh adalah jalan pergi dan pulang dari suatu t berangkat mabda tuju suatu tempat kemba","Neutral"
"2482",4," selamat hari raya idul fitri juga kak selamat lebaran","Positive"
"2483",0,"minal adin walfaizinhapunten t sagala rupa kahilapan wilujeng boboran idul fitri h ","Neutral"
"2484",-1," oh iya ya wkwkwkselamat hari raya idul fitri jeee ","Negative"
"2485",0,"kapolri jenderal polisi drs listyo sigit prabowo terus pantau arus mudik dekat lebaran idul fitri h di abuh rak banten sabtu tetapprokessaatlebaranbersama laksana sama ","Neutral"
"2486",5,"rt selamat hari raya idul fitri hselamat lebaran bagi yang raya minal aidin wal faizin mohon maaf lahir dan banget","Positive"
"2487",0,"lapas banceuy adakan giat sholat idul fitri h dan beri remisi khusu hari raya idul fitri tahun di lapang lapas kelas iia banceuy bandung ","Neutral"
"2488",9,"tapi from hello daf selamat hari raya idul fitri ya mohon maaf lahir dan batin sorry i have a crush on you for years gaperlu jawab dan gaperlu cari tau siapa aku inti be happy terus ya semangat juga buat uji kedinasannya ","Positive"
"2489",-2,"rt gemas banget foto keluarga ini cuma latar pohon botak sama rumah warga tapi tetap akan aku post akhir setelah ","Negative"
"2490",1,"taqabbalallahu minna waminkum shiyamana washiyamakumselamat hari raya idul fitriminal aidin walfaidzin mohon maaf lahir dan batin ya semua ","Positive"
"2491",4,"selamat hari raya idul fitri minal aidzin wal faidzin ","Positive"
"2492",4,"selamat hari raya idul fitri bagi yang raya","Positive"
"2493",4,"selamat hari raya idul fitri h lebaran laksana sama tetap guna masker saat laksana sholat ied tetapprokessaatlebaranbersama laksana sama ","Positive"
"2494",5," selamat idul fitri fre mohon maaf lahir batin ","Positive"
"2495",4,"rt selamat hari raya idul fitri untuk yang raya ","Positive"
"2496",0," memang nenek raya idul fitri","Neutral"
"2497",4,"selamat hari raya idul fitri h lebaran laksana sama tetap guna masker saat laksana sholat ied tetapprokessaatlebaranbersama laksana sama ","Positive"
"2498",-1,"jarang foto bareng begini happy idul fitri gaezzz ","Negative"
"2499",8,"rt hari menang telah tiba menteri bumn ucap selamat hari raya idul fitri syawal h minal a","Positive"
"2500",2,"mudik lebaran sama keluargapatuhi atur kendara lama mudik agar sampai kampung halaman dengan selamat dan bisa bertemu dengan keluarga demi sambut idul fitri patuhiprokeslebaransehat sama keluarga ","Positive"
"2501",0,"rt kepala polisi negara republik indonesia mengucapkanselamat hari raya idul fitri hijriah minal aidin wal fa","Neutral"
"2502",4," purwokerto senin mei kapolsek kompol sambas b gue sh anggota sub satgas preventif okc giat patroli monitoring aman sholat idul fitri h di c pwt utara kab bms polrestabanyumas polrestabanyumasbebatiran polsekpurwokertoutara purwokerto banyumas ","Positive"
"2503",4,"selamat hari raya idul fitri","Positive"
"2504",15,"selamat hari raya idul fitri h saya kirim doa cinta dan harap baik pada moga nikmat allah serta dan keluarga lama lama ","Positive"
"2505",5," selamat idul fitri hijriah mohon maaf lahir dan bathin ","Positive"
"2506",4," selamat hari raya idul fitri juga malviaaaaaaa ","Positive"
"2507",1,"rt kepala divisi humas polri mengucapkanselamat hari raya idul fitri hijriah minal aidin wal faidzin mohon maaf","Positive"
"2508",8,"rt selamat idul fitri htetap selalu jaga protokol sehat supaya kita hindar dari tular covid kami sudah","Positive"
"2509",0,"rt cuma mau tangis tapi sedang bahagia karena tugas yang begitu sangat berat dapat ringan inimah takbir bukan ke","Neutral"
"2510",7,"rt keluarga besar pdi juang ucap selamat hari raya idul fitri h syawaltaqabbalallahu minna wa minkum ","Positive"
"2511",8,"rt selamat idul fitri hmohon maaf lahir batinsemoga hari raya yang fitri jadi langkah baik dan berkah untuk","Positive"
"2512",5,"selamat hari raya idul fitri h minal aidin wal faidzin mohon maaf lahir dan batin kepada seluruh umat muslim di indonesia tetapprokessaatlebaranbersama laksana sama ","Positive"
"2513",5,"selamat hari raya idul fitri h minal aidin wal faidzin mohon maaf lahir dan batin semua","Positive"
"2514",7,"untuk makji selamat hari raya idul fitri mohok maaf lahir dan batin have a nice day ya makji hadiah dari aku untuk makji ","Positive"
"2515",1,"kepala polisi negara republik indonesia mengucapkanselamat hari raya idul fitri hijriah minal aidin wal faidzin mohon maaf lahir dan batin kapolrijenderal polisi drs listyo sigit prabowo tetapprokessaatlebaranbersama laksana sama ","Positive"
"2516",3,"alhamdulillah tahun ini sholat idul fitri sudah boleh laku berjamaah laksana sama tetap harus laksana mulai dari laksana sholat idul fitri hingga dengan silaturrahmi sama kerabat tetapprokessaatlebaranbersama laksana sama ","Positive"
"2517",4,"selamat idul fitri mohon maaf lahir bathindalam suasana lebaran kami buka seperti biasa ","Positive"
"2518",4,"rt selamat hari raya idul fitri ","Positive"
"2519",5,"foto sama keluarga lengkap adalah hal yang paling senang sih saat idul fitri ","Positive"
"2520",4,"selamat idul fitri mari lupa segala salah dengan saling maaf di hari yang fitri ini moga allah swt limpah banyak berkah dan bahagia pada kita semua ","Positive"
"2521",0,"rt mata sembab banget habis lihat tiktok orang yang mudik pakai sound lagu untuk haru akhir pada bisa ngumpul bareng kelu","Neutral"
"2522",5,"kapolda sulsel irjen pol drs nana sudjana as sama sama serta staff jajar ucap selamat hari raya idul fitri syawal h tahun taqabbalallahuu minna wa minkum minal aidin walfaidzin mohon maaf lahir batin idulfitri h ","Positive"
"2523",5," selamat hari raya idul fitri mohon maaf lahir batin","Positive"
"2524",15,"rt alenka mau ucap selamat hari idul fitri syawal hsemoga kita semua terus bahagia dan penuh berkah baik","Positive"
"2525",5,"rt penyelenggaran giat ibadah di hari raya idul fitri tahun ini masih dalam ada dalam masa pandemi covid berik","Positive"
"2526",-1," salam lebaran idul fitri kembali dan maaf lahir batin juga ","Negative"
"2527",0,"segenap urus dan staf dewan seni jawa timur mengucapkanselamat hari raya idul fitri hmohon maaf lahir dan batin lebaran idulfitri h dewankesenianjatim ","Neutral"
"2528",5,"kapolda sulsel irjen pol drs nana sudjana as sama sama serta staff jajar ucap selamat hari raya idul fitri syawal h tahun taqabbalallahuu minna wa minkum minal aidin walfaidzin mohon maaf lahir batin idulfitri h tetapprokess ","Positive"
"2529",4,"rt selamat hari raya idul fitri indak","Positive"
"2530",0,"rt kah cholil nafis isi khutbah idul fitri di jis ","Neutral"
"2531",4,"selamat hari raya idul fitri syawal h selamat hari didik nasional mei eidmubarak hardiknas indonesia","Positive"
"2532",9," kak selamat hari raya idul fitri kak mohon maaf lahir dan batin juga kak moga kakak dan keluarga selalu berik sehat have a nice day vilina","Positive"
"2533",5,"selamat hari raya idul fitri h mohon maaf lahir dan batin ","Positive"
"2534",5,"kodim atim dan jajar serta sit kartika chandra kirana kck cabang xxi dim atim ucap selamat hari raya idul fitri hijriah minal aidin wal faidzin mohon maaf lahir dan batin ","Positive"
"2535",1,"news brimob sulut komandan batalyon b pelopor satbrimobda sulut kompol alowisius londar si i kak sama staf dan bhayangkari mengucapkanselamat hari raya idul fitri syawal hijriahminal aidin wal faidzin mohon maaf lahir dan batin brimobsulut brimob id ","Positive"
"2536",4," selamat idul fitri juga pakmohon maaf lahir dan batin ","Positive"
"2537",0,"kapolri jenderal polisi drs listyo sigit prabowo terus pantau arus mudik dekat lebaran idul fitri h di abuh rak banten sabtu tetapprokessaatlebaranbersama laksana sama ","Neutral"
"2538",1,"kepala divisi humas polri mengucapkanselamat hari raya idul fitri hijriah minal aidin wal faidzin mohon maaf lahir dan batin kadiv humas polriirjen pol prof dari dedi prasetyo sama hum sama sama tetapprokessaatlebaranbersama laksana sama ","Positive"
"2539",0,"yuk raya hari raya idul fitri dengan tetap laksana sama utama maka masker untuk jaga diri dari sebar covid tetapprokessaatlebaranbersama laksana sama ","Neutral"
"2540",13,"kapolri jenderal polisi listyo sigit prabowo harap hari raya idul fitri dapat jadi momentum kuat tali saudara dan satu demi wujud indonesia yang tangguh dan tumbuh laksana sama saat lebaran agar raya idul fitri tetap aman ","Positive"
"2541",5,"selamat hari raya idul fitri mohon maaf lahir dan bathin ","Positive"
"2542",5,"minal aidin walfaidzin mohon maaf lahir batin selamat hari raya idul fitri","Positive"
"2543",4,"selamat hari raya idul fitri ","Positive"
"2544",5,"rt selamat lebaran idul fitri minal aidin walfaidzin mohon maaf lahir dan batin ","Positive"
